date,cash,holdings_value,total_value,AAPL_shares,MSFT_shares,GOOGL_shares,NVDA_shares
2023-05-12,6255.020984649658,4355.37003326416,10610.391017913818,0.0,5.0,8.0,66.0
2023-05-15,6255.020984649658,4390.27791595459,10645.298900604248,0.0,5.0,8.0,66.0
2023-05-16,7813.720935821533,2884.1379737854004,10697.858909606934,0.0,0.0,8.0,66.0
2023-05-17,7813.720935821533,2958.4679374694824,10772.188873291016,0.0,0.0,8.0,66.0
2023-05-18,8796.36095046997,2090.7479667663574,10887.108917236328,0.0,0.0,0.0,66.0
2023-05-19,8796.36095046997,2063.4239959716797,10859.78494644165,0.0,0.0,0.0,66.0
2023-05-22,8796.36095046997,2057.616039276123,10853.976989746094,0.0,0.0,0.0,66.0
2023-05-23,7080.520984649658,3741.2479476928715,10821.76893234253,0.0,0.0,14.0,66.0
2023-05-24,7080.520984649658,3708.1080284118652,10788.629013061523,0.0,0.0,14.0,66.0
2023-05-25,11315.921001434326,0.0,11315.921001434326,0.0,0.0,0.0,0.0
2023-05-26,11315.921001434326,0.0,11315.921001434326,0.0,0.0,0.0,0.0
2023-05-30,11315.921001434326,0.0,11315.921001434326,0.0,0.0,0.0,0.0
2023-05-31,9083.715023040771,2232.2059783935547,11315.921001434326,0.0,0.0,0.0,59.0
2023-06-01,11430.145050048828,0.0,11430.145050048828,0.0,0.0,0.0,0.0
2023-06-02,11430.145050048828,0.0,11430.145050048828,0.0,0.0,0.0,0.0
2023-06-05,11430.145050048828,0.0,11430.145050048828,0.0,0.0,0.0,0.0
2023-06-06,11430.145050048828,0.0,11430.145050048828,0.0,0.0,0.0,0.0
2023-06-07,7303.845123291016,4126.2999267578125,11430.145050048828,0.0,0.0,19.0,48.0
2023-06-08,7303.845123291016,4169.139907836914,11472.98503112793,0.0,0.0,19.0,48.0
2023-06-09,9164.805145263672,2322.3700637817383,11487.17520904541,0.0,0.0,19.0,0.0
2023-06-12,11513.965133666992,0.0,11513.965133666992,0.0,0.0,0.0,0.0
2023-06-13,11513.965133666992,0.0,11513.965133666992,0.0,0.0,0.0,0.0
2023-06-14,11513.965133666992,0.0,11513.965133666992,0.0,0.0,0.0,0.0
2023-06-15,11513.965133666992,0.0,11513.965133666992,0.0,0.0,0.0,0.0
2023-06-16,11513.965133666992,0.0,11513.965133666992,0.0,0.0,0.0,0.0
2023-06-20,11513.965133666992,0.0,11513.965133666992,0.0,0.0,0.0,0.0
2023-06-21,9102.965072631836,2411.000061035156,11513.965133666992,0.0,0.0,20.0,0.0
2023-06-22,11565.965103149414,0.0,11565.965103149414,0.0,0.0,0.0,0.0
2023-06-23,9241.505172729492,2324.459930419922,11565.965103149414,0.0,0.0,19.0,0.0
2023-06-26,9241.505172729492,2248.459930419922,11489.965103149414,0.0,0.0,19.0,0.0
2023-06-27,9241.505172729492,2248.2700347900386,11489.775207519531,0.0,0.0,19.0,0.0
2023-06-28,9241.505172729492,2283.42000579834,11524.925178527832,0.0,0.0,19.0,0.0
2023-06-29,9241.505172729492,2262.899971008301,11504.405143737793,0.0,0.0,19.0,0.0
2023-06-30,9241.505172729492,2274.299942016602,11515.805114746094,0.0,0.0,19.0,0.0
2023-07-03,9241.505172729492,2278.100028991699,11519.605201721191,0.0,0.0,19.0,0.0
2023-07-05,9241.505172729492,2313.25,11554.755172729492,0.0,0.0,19.0,0.0
2023-07-06,9241.505172729492,2282.0900115966797,11523.595184326172,0.0,0.0,19.0,0.0
2023-07-07,9241.505172729492,2270.1200637817383,11511.62523651123,0.0,0.0,19.0,0.0
2023-07-10,9241.505172729492,2212.549942016602,11454.055114746094,0.0,0.0,19.0,0.0
2023-07-11,9241.505172729492,2225.6599884033203,11467.165161132812,0.0,0.0,19.0,0.0
2023-07-12,9241.505172729492,2259.67000579834,11501.175178527832,0.0,0.0,19.0,0.0
2023-07-13,11607.765190124512,0.0,11607.765190124512,0.0,0.0,0.0,0.0
2023-07-14,11607.765190124512,0.0,11607.765190124512,0.0,0.0,0.0,0.0
2023-07-17,11607.765190124512,0.0,11607.765190124512,0.0,0.0,0.0,0.0
2023-07-18,11607.765190124512,0.0,11607.765190124512,0.0,0.0,0.0,0.0
2023-07-19,9289.195213317871,2318.5699768066406,11607.765190124512,0.0,0.0,19.0,0.0
2023-07-20,9289.195213317871,2264.799942016602,11553.995155334473,0.0,0.0,19.0,0.0
2023-07-21,9289.195213317871,2280.3799362182617,11569.575149536133,0.0,0.0,19.0,0.0
2023-07-24,9289.195213317871,2309.0699768066406,11598.265190124512,0.0,0.0,19.0,0.0
2023-07-25,9289.195213317871,2321.9899826049805,11611.185195922852,0.0,0.0,19.0,0.0
2023-07-26,9289.195213317871,2456.130081176758,11745.325294494629,0.0,0.0,19.0,0.0
2023-07-27,9289.195213317871,2458.599884033203,11747.795097351074,0.0,0.0,19.0,0.0
2023-07-28,9289.195213317871,2519.020034790039,11808.21524810791,0.0,0.0,19.0,0.0
2023-07-31,9289.195213317871,2521.6800231933594,11810.87523651123,0.0,0.0,19.0,0.0
2023-08-01,9289.195213317871,2499.4500579833984,11788.64527130127,0.0,0.0,19.0,0.0
2023-08-02,9289.195213317871,2439.2200927734375,11728.415306091309,0.0,0.0,19.0,0.0
2023-08-03,9289.195213317871,2440.5499420166016,11729.745155334473,0.0,0.0,19.0,0.0
2023-08-04,9289.195213317871,2434.0900115966797,11723.28522491455,0.0,0.0,19.0,0.0
2023-08-07,9289.195213317871,2499.0699768066406,11788.265190124512,0.0,0.0,19.0,0.0
2023-08-08,9289.195213317871,2496.599884033203,11785.795097351074,0.0,0.0,19.0,0.0
2023-08-09,7678.0451583862305,4074.6901245117188,11752.73528289795,0.0,5.0,19.0,0.0
